GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Riak Client for Java,com.basho.riak.client.api.convert,ConverterFactory.1.new TypeReference() {...},0,6,0,0,0,1,0,1,0,1
Riak Client for Java,com.basho.riak.client.api.convert,ConverterFactory.1.new TypeReference() {...},0,6,0,0,0,1,0,1,0,1
Riak Client for Java,com.basho.riak.client.api.convert,JSONConverter,24,67,1,3,7,16,3,6,2,5
Riak Client for Java,com.basho.riak.client.api.convert,PassThroughConverter,10,13,0,0,2,4,2,3,2,3
Riak Client for Java,com.basho.riak.client.api.convert,RiakBeanSerializerModifier,0,108,0,10,0,30,0,10,0,5
Riak Client for Java,com.basho.riak.client.api.convert,Converter.ContentAndType,0,12,0,0,0,4,0,1,0,1
Riak Client for Java,com.basho.riak.client.api.convert,Converter,40,173,5,9,8,40,5,6,1,3
Riak Client for Java,com.basho.riak.client.api.commands.timeseries,ListKeys.Builder,25,0,2,0,8,0,4,0,3,0
Riak Client for Java,com.basho.riak.client.api.commands.timeseries,CreateTable,0,10,0,0,0,4,0,2,0,2
Riak Client for Java,com.basho.riak.client.api.commands.timeseries,Fetch,29,0,2,0,8,0,3,0,2,0
Riak Client for Java,com.basho.riak.client.api.commands.timeseries,CreateTable.Builder,0,10,0,0,0,3,0,2,0,2
Riak Client for Java,com.basho.riak.client.api.commands.timeseries,CoveragePlan.Builder,17,0,0,0,4,0,3,0,3,0
Riak Client for Java,com.basho.riak.client.api.commands.timeseries,DescribeTable,22,0,4,0,6,0,4,0,2,0
Riak Client for Java,com.basho.riak.client.api.commands.timeseries,ListKeys,28,0,2,0,8,0,3,0,2,0
Riak Client for Java,com.basho.riak.client.api.commands.timeseries,Store,18,0,0,0,6,0,2,0,2,0
Riak Client for Java,com.basho.riak.client.api.commands.timeseries,CoveragePlan,10,0,0,0,4,0,2,0,2,0
Riak Client for Java,com.basho.riak.client.api.commands.timeseries,Query,18,0,0,0,6,0,2,0,2,0
Riak Client for Java,com.basho.riak.client.api.commands.timeseries,Store.Builder,52,0,4,0,13,0,6,0,4,0
Riak Client for Java,com.basho.riak.client.api.commands.timeseries,Fetch.Builder,49,0,10,0,13,0,8,0,3,0
Riak Client for Java,com.basho.riak.client.api.commands.timeseries,Delete.Builder,49,0,10,0,13,0,8,0,3,0
Riak Client for Java,com.basho.riak.client.api.commands.timeseries,Delete,29,0,2,0,8,0,3,0,2,0
Riak Client for Java,com.basho.riak.client.api.commands.timeseries,Query.Builder,121,0,10,0,32,0,12,0,7,0
Riak Client for Java,com.basho.riak.client.core.converters,CrdtResponseConverter.new Object() {...},9,63,0,0,0,2,0,1,0,1
Riak Client for Java,com.basho.riak.client.core.converters,RiakObjectConverter,161,208,17,29,34,47,14,13,1,3
Riak Client for Java,com.basho.riak.client.core.converters,CrdtResponseConverter,60,143,9,14,15,32,9,12,2,4
Riak Client for Java,com.basho.riak.client.core.converters,BucketPropertiesConverter,501,0,70,0,123,0,41,0,6,0
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,StartsWithFilter,0,10,0,0,0,4,0,2,0,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,SetMemberSerializer,0,26,0,2,0,8,0,3,0,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,BetweenFilter,0,16,0,0,0,6,0,3,0,3
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,ToUpperFilter,0,4,0,0,0,2,0,1,0,1
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,EndsWithFilter,0,10,0,0,0,4,0,2,0,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,GreaterThanOrEqualFilter,0,10,0,0,0,4,0,2,0,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,LogicalFilterSerializer,0,31,0,2,0,10,0,3,0,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,StringToFloatFilter,0,4,0,0,0,2,0,1,0,1
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,GreaterThanFilter,0,10,0,0,0,4,0,2,0,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,IntToStringFilter,0,4,0,0,0,2,0,1,0,1
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,LogicalOrFilter,0,5,0,0,0,2,0,1,0,1
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,LogicalNotFilter,0,5,0,0,0,2,0,1,0,1
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,LessThanFilter,0,10,0,0,0,4,0,2,0,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,TokenizeFilter,0,16,0,0,0,6,0,3,0,3
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,LessThanOrEqualFilter,0,10,0,0,0,4,0,2,0,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,NotEqualToFilter,0,10,0,0,0,4,0,2,0,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,KeyFilter,0,9,0,0,0,4,0,2,0,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,LogicalFilter,0,18,0,0,0,5,0,2,0,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,MatchFilter,0,10,0,0,0,4,0,2,0,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,FloatToStringFilter,0,4,0,0,0,2,0,1,0,1
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,LogicalAndFilter,0,5,0,0,0,2,0,1,0,1
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,EqualToFilter,0,10,0,0,0,4,0,2,0,2
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,ToLowerFilter,0,4,0,0,0,2,0,1,0,1
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,UrlDecodeFilter,0,4,0,0,0,2,0,1,0,1
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,StringToIntFilter,0,4,0,0,0,2,0,1,0,1
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,SimilarToFilter,0,16,0,0,0,6,0,3,0,3
Riak Client for Java,com.basho.riak.client.api.commands.mapreduce.filters,SetMemberFilter,14,17,0,0,3,5,1,2,1,2
